name,part_url,price,tracking_method,connection_type,max_dpi,hand_orientation,color
MCHOSE G3 Ultra (8K+8K),https://pcpartpicker.com/product/ZDwD4D/mchose-g3-ultra-8k8k-wiredwirelessbluetooth-optical-mouse-g3-6a,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Redragon PERDITION 2,https://pcpartpicker.com/product/tPfV3C/redragon-perdition-2-wired-optical-mouse-m901-w-2,,Optical,Wired,12400,Right,White
JLab JBuds,https://pcpartpicker.com/product/ZmXV3C/jlab-jbuds-bluetoothwiredwireless-optical-mouse-mjbergorblk82,34.99,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Black
Kensington SlimBlade,https://pcpartpicker.com/product/vYjG3C/kensington-mouse-k72327us,154.28,Trackball,Wired,,,Black
Microsoft PL2 Wedge Touch Mouse,https://pcpartpicker.com/product/GWkD4D/microsoft-mouse-3lr00004,,Touchpad,Bluetooth Wireless,,Both,Black / Silver
Endgame Gear OP1,https://pcpartpicker.com/product/jRWJ7P/endgame-gear-op1-wired-optical-mouse-egg-op1-blk,,Optical,Wired,26000,Right,Black
Kensington K72422AM,https://pcpartpicker.com/product/wzQypg/kensington-mouse-k72422am,19.45,Optical,Wireless,,Right,Red
Kensington k72110us,https://pcpartpicker.com/product/hHBrxr/kensington-mouse-k72110us,10.99,Optical,Wired,1000,Both,Black
Razer Atheris,https://pcpartpicker.com/product/rJzkcf/razer-atheris-wireless-optical-mouse-rz01-02170300-r3m1,,Optical,Wireless,7200,Right,White
Razer Mamba Gears of War 5,https://pcpartpicker.com/product/rjfnTW/razer-mamba-gears-of-war-5-wirelesswired-optical-mouse-rz01-02710200-r3m1,107,Optical,"Wired, Wireless",16000,Right,Gray / Black
Adesso iMouse A20,https://pcpartpicker.com/product/g4xbt6/adesso-imouse-a20-wirelesswired-optical-mouse-imousea20,34.99,Optical,"Wired, Wireless",2400,Right,Gray / Black
Kensington SlimBlade Pro,https://pcpartpicker.com/product/vVBzK8/kensington-slimblade-pro-bluetoothwirelesswired-optical-mouse-k72080ww,119.99,Optical,"Wired, Wireless, Bluetooth Wireless",,Both,Black / Red
MCHOSE A5 Pro Max,https://pcpartpicker.com/product/vCwD4D/mchose-a5-pro-max-wiredwirelessbluetooth-optical-mouse-a5-4sa,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
MCHOSE AX5 Pro Max,https://pcpartpicker.com/product/bDwD4D/mchose-ax5-pro-max-wiredwirelessbluetooth-optical-mouse-ax5-12a,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Pink / Blue
Logitech M310,https://pcpartpicker.com/product/sWh9TW/logitech-mouse-910002486,17.99,Laser,Wireless,,Both,Red
Cobra cobra II,https://pcpartpicker.com/product/79V48d/cobra-mouse-ems151bk,,Optical,Wired,1600,Right,Multicolor
Logitech M330 SILENT PLUS,https://pcpartpicker.com/product/DJHRsY/logitech-m330-silent-plus-wireless-optical-mouse-910-004908,19.99,Optical,Wireless,1000,Right,Gray / Yellow
Adesso iMouse E30,https://pcpartpicker.com/product/9MsmP6/adesso-imouse-e30-wireless-optical-mouse-imousee30,35.99,Optical,Wireless,4800,Right,Black
Adesso iMouse E90,https://pcpartpicker.com/product/8VVD4D/adesso-imouse-e90-wireless-optical-mouse-imousee90,39.95,Optical,Wireless,1600,Left,Black
Adesso iMouse S50,https://pcpartpicker.com/product/JvBTwP/adesso-imouse-s50-wireless-optical-mouse-imouses50,14.97,Optical,Wireless,1200,Both,Black
Verbatim 99781 Commuter,https://pcpartpicker.com/product/2T22FT/verbatim-99781-commuter-wireless-optical-mouse-99781,13.99,Optical,Wireless,,Both,Purple
Verbatim 99767 Commuter,https://pcpartpicker.com/product/XBMwrH/verbatim-99767-commuter-wireless-optical-mouse-99767,16.11,Optical,Wireless,,Both,Red / Black
Kensington Pro Fit,https://pcpartpicker.com/product/KjNgXL/kensington-k75501ww-wireless-laser-mouse-k75501ww,35.06,Laser,Wireless,1600,Right,Black
Evoluent VMDSW Vertical Mouse D Small,https://pcpartpicker.com/product/Mvdrxr/evoluent-vmdsw-vertical-mouse-d-small-wireless-laser-mouse-vmdsw,139.95,Laser,Wireless,1600,Right,Black
Logitech M510,https://pcpartpicker.com/product/zC2bt6/logitech-m510-wireless-laser-mouse-910-004554,78.98,Laser,Wireless,1000,Right,Red
Cooler Master MM731,https://pcpartpicker.com/product/x8kWGX/cooler-master-mm731-wireless-optical-mouse-mm-731-wwoh1,56.32,Optical,Wireless,19000,Right,White / Gray
Logitech MX ANYWHERE 3,https://pcpartpicker.com/product/thM48d/logitech-mx-anywhere-3-bluetoothwireless-laser-mouse-910-005985,103.99,Laser,"Wireless, Bluetooth Wireless",4000,Right,White
ADATA XPG ALPHA,https://pcpartpicker.com/product/By4Zxr/adata-xpg-alpha-wiredwirelessbluetooth-optical-mouse-alphawl-bkcww,91.99,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black
HP 235,https://pcpartpicker.com/product/HBDQzy/hp-235-wiredwireless-optical-mouse-4e407aaabl,24.49,Optical,"Wired, Wireless",1600,Both,Black
HP 710,https://pcpartpicker.com/product/fTtLrH/hp-710-bluetoothwirelesswired-optical-mouse-6e6f2aaabl,36.99,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Right,Black
Logitech Lift for Business,https://pcpartpicker.com/product/gdBG3C/logitech-lift-for-business-wirelesswiredbluetooth-optical-mouse-910-006491,97.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black
Pulsar X3,https://pcpartpicker.com/product/sdXMnQ/pulsar-x3-wirelesswired-optical-mouse-px3r22,,Optical,"Wired, Wireless",32000,Right,White
MCHOSE A7,https://pcpartpicker.com/product/Ln2j4D/mchose-a7-wiredwirelessbluetooth-optical-mouse-mc-a7-1,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Razer Mamba 2012 Elite,https://pcpartpicker.com/product/wpckcf/razer-mouse-rz0100120400r3u1,,Laser,Wireless,6400,Right,Black
Razer ABYSSUS,https://pcpartpicker.com/product/YbMFf7/razer-mouse-rz0100360100r3u1,,Optical,Wired,3500,Both,Black
Cooler Master CM Storm Inferno,https://pcpartpicker.com/product/trFPxr/cooler-master-mouse-sgm4000klln1gp,,Laser,Wired,4000,Right,Black
Razer Naga,https://pcpartpicker.com/product/4JrG3C/razer-mouse-rz0100280100r3u1,,Laser,Wired,5600,Right,Black
Razer Orochi,https://pcpartpicker.com/product/zjFPxr/razer-mouse-rz0100300200r3m1,,Laser,Bluetooth Wireless,4000,Right,Black
Logitech M500,https://pcpartpicker.com/product/TtGkcf/logitech-mouse-910001204,,Laser,Wired,1000,Right,Black
Logitech M305,https://pcpartpicker.com/product/dJrG3C/logitech-mouse-910002459,,Optical,Wireless,1000,Both,Black / Gold
Logitech M305,https://pcpartpicker.com/product/JNCwrH/logitech-mouse-910002469,,Optical,Wireless,1000,Both,Black / Purple
Kensington 72213,https://pcpartpicker.com/product/jbMFf7/kensington-mouse-72213,15.95,Optical,Wired,,Both,Silver
Microsoft U81-00009,https://pcpartpicker.com/product/xtGkcf/microsoft-mouse-u8100009,19.99,Optical,Wired,,Both,Black
Logitech V220,https://pcpartpicker.com/product/GtGkcf/logitech-mouse-910000153,,Optical,Wireless,1000,Both,Gray
Razer DeathAdder - Transformers 3 Collectors Edition - Megatron,https://pcpartpicker.com/product/y3TmP6/razer-mouse-rz0100152700r3u1,,Optical,Wired,3500,Right,Silver
Razer Dragon Age II DeathAdder,https://pcpartpicker.com/product/xkMFf7/razer-mouse-rz0100152500r3m1,,Optical,Wired,3500,Right,Black
Microsoft Arc Touch Mouse,https://pcpartpicker.com/product/MmsKHx/microsoft-mouse-rvf00001,199,Optical,Wireless,,Both,Black
Logitech M110,https://pcpartpicker.com/product/wKrG3C/logitech-mouse-910001600,,Optical,Wired,,Both,Black
Gear Head MP1600RU,https://pcpartpicker.com/product/2BV48d/gear-head-mouse-mp1600ru,,Optical,Wired,800,,Black
Logitech V220,https://pcpartpicker.com/product/qLQypg/logitech-mouse-910001463,37.76,Optical,Wireless,1000,Both,Red / Black
Targus AMU80US,https://pcpartpicker.com/product/tmsKHx/targus-mouse-amu80us,19.44,Optical,Wired,,,Black
Targus AMU75US,https://pcpartpicker.com/product/MPrG3C/targus-mouse-amu75us,16.57,Optical,Wired,,Both,Black / Gray
Logitech M310,https://pcpartpicker.com/product/BsGkcf/logitech-mouse-910002488,,Laser,Wireless,,Both,Purple / Black
HP EY703AA,https://pcpartpicker.com/product/DVphP6/hp-mouse-ey703aa,,Optical,Wired,400,,Black
Verbatim Easy Riser,https://pcpartpicker.com/product/ZYjG3C/verbatim-mouse-96992,12.99,Laser,Wireless,,Both,Silver
Verbatim 97254,https://pcpartpicker.com/product/YjFPxr/verbatim-mouse-97254,,Optical,Wired,,,Green
Cherry JM-0300,https://pcpartpicker.com/product/6wsKHx/cherry-mouse-jm0300,,Optical,Wired,1000,Both,Black
KeyTronic 2MOUSEP2L,https://pcpartpicker.com/product/z3TmP6/keytronic-mouse-2mousep2l,12.29,Optical,Wired,,Both,Black
Adesso GP-160PB,https://pcpartpicker.com/product/NdR48d/adesso-mouse-gp160pb,,Touchpad,Wired,,Both,Black
Kensington 64327,https://pcpartpicker.com/product/33TmP6/kensington-mouse-64327,41.68,Trackball,Wired,,Both,Silver / Black
Wintec FileMate Imagine M1210,https://pcpartpicker.com/product/tHyFf7/wintec-mouse-3fmnm1210ugnr,,Optical,Wired,800,Both,Green
Logitech MX518,https://pcpartpicker.com/product/BX6BD3/logitech-mouse-mx518,,Optical,Wired,1800,Right,Black / Silver
SteelSeries Ikari,https://pcpartpicker.com/product/jYxfrH/steelseries-mouse-62013ss,,Laser,Wired,3200,Right,White / Black
ROCCAT Kova+,https://pcpartpicker.com/product/2KjG3C/roccat-mouse-roc11520,,Optical,Wired,3200,Both,Black
Razer Naga 2012,https://pcpartpicker.com/product/cdkD4D/razer-mouse-rz0100580100r3u1,,Laser,Wired,5600,,Black
Logitech M310,https://pcpartpicker.com/product/rjTmP6/logitech-mouse-910002997,85,Laser,Wireless,,Both,Black
A4Tech F5,https://pcpartpicker.com/product/wKw323/a4tech-mouse-f5,,Laser,Wired,3000,Both,Black
IBM 40K9200,https://pcpartpicker.com/product/9BCwrH/ibm-mouse-40k9200,,Optical,Wired,,Both,Black / Red
Logitech Anywhere Mouse MX,https://pcpartpicker.com/product/Yfw323/logitech-mouse-910002896,,Laser,Wireless,,Both,Black
Ergoguys RTM-083,https://pcpartpicker.com/product/9fW9TW/ergoguys-mouse-rtm083,,Optical,Wired,800,Both,Green
Gigabyte GM-KRYPTON,https://pcpartpicker.com/product/LFjG3C/gigabyte-mouse-gmkrypton,,Laser,Wired,8200,Both,Black
Mionix Naos 3200,https://pcpartpicker.com/product/z8V48d/mionix-mouse-000mio3200m,,Optical,Wired,3200,Right,Black
A4Tech G7-750D,https://pcpartpicker.com/product/ymtCmG/a4tech-mouse-g7750d,,Optical,Wireless,,Right,Gray / Black
A4Tech XL-750BK,https://pcpartpicker.com/product/KP4gXL/a4tech-mouse-xl750bk,,Laser,Wired,3600,Both,Black
Cherry MW-2800-2,https://pcpartpicker.com/product/zPCwrH/cherry-mouse-mw28002,,Optical,Wired,,Both,Black
SteelSeries Sensei Pro MLG Edition,https://pcpartpicker.com/product/BwW9TW/steelseries-mouse-62153,,Laser,Wired,8200,Both,Gray / Black
A4Tech v7,https://pcpartpicker.com/product/2R7wrH/a4tech-mouse-v7,,Optical,Wired,3200,Right,Black
A4Tech D-120,https://pcpartpicker.com/product/6hbp99/a4tech-mouse-d120,,Optical,Wired,1000,Both,Black / Silver
A4Tech D-500F,https://pcpartpicker.com/product/ZL3RsY/a4tech-mouse-d500f,,Optical,Wired,1000,Both,Black
A4Tech D-70FX,https://pcpartpicker.com/product/4D9KHx/a4tech-mouse-d70fx,,Optical,Wired,1600,Right,Black
Corsair Vengeance M95,https://pcpartpicker.com/product/LN8Zxr/corsair-mouse-ch9000026na,,Laser,Wired,8200,Right,White
Corsair Vengeance M65,https://pcpartpicker.com/product/YBkD4D/corsair-mouse-m65white,,Laser,Wired,8200,Right,White
Mad Catz M.M.O.7,https://pcpartpicker.com/product/RnxfrH/mad-catz-mouse-mcb437130001041,,Laser,Wired,6400,Right,White
Mad Catz R.A.T. 5,https://pcpartpicker.com/product/qVkD4D/mad-catz-mouse-mcb437050001041,,Laser,Wired,5600,Right,White
Mad Catz R.A.T. 7,https://pcpartpicker.com/product/pWFPxr/mad-catz-mouse-mcb437080013041,,Laser,Wired,6400,Right,Red
Mad Catz R.A.T. 5,https://pcpartpicker.com/product/Hbbp99/mad-catz-mouse-mcb437050013041,,Laser,Wired,5600,Right,Red
Mad Catz R.A.T. 7,https://pcpartpicker.com/product/tHCwrH/mad-catz-mouse-mcb4370800c2041,,Laser,Wired,6400,Right,Black / Red
AZIO Levetron,https://pcpartpicker.com/product/BqjG3C/azio-mouse-gm533u,,Laser,Wired,5000,Right,Black / Red
Adesso IMOUSE G25,https://pcpartpicker.com/product/wJh9TW/adesso-mouse-imouseg25,32.99,Laser,Wireless,1600,Right,Black
Asus GX810,https://pcpartpicker.com/product/Nhbp99/asus-mouse-90xb2g00mu00000,,Laser,Wireless,3200,Both,Black
Asus GX1000 Eagle Eye,https://pcpartpicker.com/product/sY3RsY/asus-mouse-90xb3b00mu000,,Laser,Wired,8200,Right,Black / Silver
Razer Naga Hex League of Legends Edition,https://pcpartpicker.com/product/Zk2kcf/razer-mouse-rz0100750300r3m1,,Laser,Wired,5600,Right,Black
Logitech G100 Matte,https://pcpartpicker.com/product/HBMFf7/logitech-mouse-910002895,,Optical,Wired,2500,Both,Black / Gold
Mad Catz M.O.U.S. 9,https://pcpartpicker.com/product/hztCmG/mad-catz-mouse-mcb437150002041,,Laser,Bluetooth Wireless,,Right,Black / Gray
Evoluent VerticalMouse 4 Right Wireless,https://pcpartpicker.com/product/8fqdnQ/evoluent-mouse-vm4rw,108.99,Optical,Wireless,,Right,Black / Blue
Key Ovation KOV-GTM-L,https://pcpartpicker.com/product/FrNp99/key-ovation-mouse-kovgtml,,Optical,Wired,1000,Left,Black / Silver
Microsoft P58-00061,https://pcpartpicker.com/product/rL3RsY/microsoft-mouse-p5800061,42.99,Optical,Wired,800,Both,Black
SteelSeries Sensei RAW,https://pcpartpicker.com/product/whbp99/steelseries-mouse-62155,,Laser,Wired,5700,Both,Black
SteelSeries Call of Duty Black Ops II,https://pcpartpicker.com/product/rwdqqs/steelseries-mouse-62157,,Laser,Wired,,Both,Black / Red
HP QY778AT,https://pcpartpicker.com/product/vFvRsY/hp-qy778at-wired-laser-mouse-qy778at,,Laser,Wired,1000,Both,Black
Targus AMW064US,https://pcpartpicker.com/product/QBkD4D/targus-mouse-amw064us,,Laser,Wireless,1200,Both,Beige
Corsair Raptor M30,https://pcpartpicker.com/product/WMjG3C/corsair-mouse-ch9000042na,,Optical,Wired,4000,Right,Black
Razer Naga Molten,https://pcpartpicker.com/product/whV48d/razer-mouse-rz0100280500r3,,Laser,Wired,5600,Right,Black / Red
Razer Naga 2014,https://pcpartpicker.com/product/jGrG3C/razer-naga-2014-wired-laser-mouse-rz01-01040100-r3u1,,Laser,Wired,8200,Right,Black / Green
Toshiba PA3847U-1ETC,https://pcpartpicker.com/product/rcJwrH/toshiba-mouse-pa3847u1etc,,Laser,Wireless,1600,Both,Black
Thermaltake eSPORTS Theron White,https://pcpartpicker.com/product/FR2kcf/thermaltake-mouse-motrn006dtj,,Laser,Wired,5600,Right,White
Genius x1,https://pcpartpicker.com/product/Mnckcf/genius-mouse-0911632589644,,Optical,Wired,2000,Right,Black
Perixx Perimice-710,https://pcpartpicker.com/product/64yFf7/perixx-mouse-10892,,Optical,Wireless,1600,Right,Black / Silver
Perixx MX-2000B,https://pcpartpicker.com/product/4g2kcf/perixx-mouse-11019,,Laser,Wired,5040,Right,Black / Silver
Perixx MX-2000R,https://pcpartpicker.com/product/YXxfrH/perixx-mouse-11075,,Laser,Wired,5040,Right,Black / Red
Cobra E-Blue Mazer II,https://pcpartpicker.com/product/qg2kcf/cobra-mouse-1308ems60000018,,Laser,Wireless,2500,Right,Black / Silver
Cobra AULA Ghost Shark Gaming Mouse,https://pcpartpicker.com/product/Fnckcf/cobra-mouse-pc000019pcmouse,,Optical,Wired,2000,Right,Black / Blue
Logitech Zone Touch Mouse T400,https://pcpartpicker.com/product/7sqdnQ/logitech-mouse-910003665,,Optical,Wireless,,Both,Blue
AZIO G8 GM8200,https://pcpartpicker.com/product/gFBv6h/azio-mouse-gm8200,,Laser,Wired,8200,Right,Black / Purple
SteelSeries Rival,https://pcpartpicker.com/product/qwTmP6/steelseries-mouse-62271,,Optical,Wired,6500,Right,Black / Green
Corsair Vengeance M65,https://pcpartpicker.com/product/sgR48d/corsair-mouse-ch9000023na,,Laser,Wired,8200,Right,White
HP X500,https://pcpartpicker.com/product/csyFf7/hp-mouse-e5c12aaaba,,Optical,Wired,,Both,Black
GAMDIAS ZEUS,https://pcpartpicker.com/product/RfJwrH/gamdias-mouse-gms1100,,Laser,Wired,8200,Right,Black
Ozone Gaming Xenon,https://pcpartpicker.com/product/kFFPxr/ozone-gaming-mouse-ozxenonblk,,Optical,Wired,3500,Both,Black
Razer DeathAdder World of Tanks,https://pcpartpicker.com/product/tJFPxr/razer-mouse-rz0100840400r3m1,,Optical,Wired,6400,Right,Black / Orange
MSI DS200,https://pcpartpicker.com/product/Y2qdnQ/msi-mouse-s120401170eb5,,Laser,Wired,16400,Right,Black / Red
ROCCAT Kone Pure Military,https://pcpartpicker.com/product/gZn2FT/roccat-mouse-roc11711,,Optical,Wired,5000,Right,Black / Green
Zowie EC1-eVo-CL,https://pcpartpicker.com/product/gyDwrH/zowie-mouse-ec1evocl,,Optical,Wired,2300,Right,Black / White
Logitech M310,https://pcpartpicker.com/product/TJ7CmG/logitech-mouse-m310,20.99,Laser,Wireless,,Both,Black / Blue
SteelSeries Sims 4,https://pcpartpicker.com/product/RKH48d/steelseries-sims-4-wired-laser-mouse-62281,,Laser,Wired,1600,Right,White / Gray
Thermaltake TALON Blue LED,https://pcpartpicker.com/product/PYcMnQ/thermaltake-mouse-motlbwdoobk01,,Optical,Wired,3000,Right,Black / Blue
Cougar 700M,https://pcpartpicker.com/product/JRs8TW/cougar-mouse-moc700b,,Laser,Wired,8200,Right,Black
ROCCAT TYON,https://pcpartpicker.com/product/vmPzK8/roccat-mouse-roc11850am,,Laser,Wired,8200,Right,Black
Razer Abyssus 2014 Essential,https://pcpartpicker.com/product/HttWGX/razer-mouse-rz0101190100r3u1,,Laser,Wired,,Both,Black
Evoluent VerticalMouse 4 Right,https://pcpartpicker.com/product/tYcMnQ/evoluent-mouse-vm4rb,114.99,Laser,Bluetooth Wireless,,Right,White
Logitech M320,https://pcpartpicker.com/product/6kcMnQ/logitech-mouse-910004353,35,Optical,Wireless,1000,Right,Blue
Logitech M320,https://pcpartpicker.com/product/qdCrxr/logitech-mouse-910004352,24.99,Optical,Wireless,1000,Right,Silver
Kensington Pro Fit Wired Mid-Size Mouse USB,https://pcpartpicker.com/product/DQVBD3/kensington-mouse-72355,21.83,Laser,Wired,,Right,Black
Kensington Pro Fit Mid-Size Mouse,https://pcpartpicker.com/product/26X2FT/kensington-mouse-72421,37.99,Laser,Wireless,,Right,Black / Blue
Kensington Pro Fit Mid-Size Mouse,https://pcpartpicker.com/product/FCyxFT/kensington-mouse-72422,25.44,Laser,Wireless,,Right,Black / Red
Kensington Pro Fit Mid-Size Mouse,https://pcpartpicker.com/product/V2RFf7/kensington-mouse-72424,44.37,Laser,Wireless,,Right,Black / Green
Etekcity SCROLL S200,https://pcpartpicker.com/product/B8YWGX/etekcity-mouse-scrolls200,,Optical,Wired,1600,Right,Black / Blue
Logitech M325c,https://pcpartpicker.com/product/dMcMnQ/logitech-mouse-910004440,19.99,Optical,Wireless,,Both,Multicolor
Logitech M325c Francesca Fox,https://pcpartpicker.com/product/cBZ2FT/logitech-mouse-910004442,19.98,Optical,Wireless,,Both,Multicolor
Logitech M325c Purple Zigzag,https://pcpartpicker.com/product/9RkwrH/logitech-mouse-910004447,,Optical,Wireless,,Both,Purple
Mionix Castor,https://pcpartpicker.com/product/yskwrH/mionix-mouse-mnx0125001g,,Optical,Wired,10000,Right,Black
A4Tech Bloody TL8 Terminator,https://pcpartpicker.com/product/DrVBD3/a4tech-mouse-tl8,,Laser,Wired,8200,Right,Black / Silver
Corsair M65 RGB,https://pcpartpicker.com/product/XHzZxr/corsair-mouse-ch9000110na,,Laser,Wired,8200,Right,Black / White
Corsair M65,https://pcpartpicker.com/product/YHzZxr/corsair-mouse-ch9000113na,,Laser,Wired,8200,Right,Black
Genius NX-7000,https://pcpartpicker.com/product/mgtWGX/genius-mouse-31030109111,,Laser,Wireless,1200,Both,Green / White
ROCCAT Kova RGB,https://pcpartpicker.com/product/KnL7YJ/roccat-mouse-roc11502am,,Optical,Wired,7000,Both,Black
SteelSeries Rival 100,https://pcpartpicker.com/product/psX2FT/steelseries-rival-100-wired-optical-mouse-62338,,Optical,Wired,4000,Right,Black / Purple
SteelSeries Rival 300,https://pcpartpicker.com/product/mTJkcf/steelseries-rival-300-wired-optical-mouse-62350,,Optical,Wired,6500,Right,Silver
SteelSeries Rival 300,https://pcpartpicker.com/product/ggtWGX/steelseries-rival-300-wired-optical-mouse-62351,,Optical,Wired,6500,Right,Black
SHARKK MS-SK2562,https://pcpartpicker.com/product/9tnG3C/sharkk-mouse-mssk2562,,Laser,Wired,16400,Right,Black / Blue
ROCCAT Nyth,https://pcpartpicker.com/product/k8rcCJ/roccat-mouse-roc11901am,,Laser,Wired,12000,Right,White
SHARKK MS-SK2541,https://pcpartpicker.com/product/Kd98TW/sharkk-mouse-mssk2541,,Laser,Wired,16400,Right,Black
SHARKK SK137G,https://pcpartpicker.com/product/tRvZxr/sharkk-mouse-sk137g,,Optical,Wireless,1600,Right,Black
SIIG JK-US0D12-S1,https://pcpartpicker.com/product/yqmxFT/siig-mouse-jkus0d12s1,,Optical,Wired,1000,Both,White / Silver
Corsair Scimitar RGB,https://pcpartpicker.com/product/CyKhP6/corsair-mouse-ch9000231na,,Optical,Wired,12000,Right,Black
SHARKOON SHARK Force,https://pcpartpicker.com/product/9qmxFT/sharkoon-000sksfw-wired-optical-mouse-000sksfw,,Optical,Wired,1600,Right,White
Asus Cerberus,https://pcpartpicker.com/product/KpBrxr/asus-cerberus-wired-optical-mouse-cerberus-mouse,,Optical,Wired,2500,Both,Black / Red
